date,time,temp(f),temp(c),datetime
7/2/2022,9:55,56.75,13.750000,07/02/22 9:55:00 AM
7/2/2022,10:00,56.75,13.750000,07/02/22 10:00:00 AM
7/2/2022,10:05,56.75,13.750000,07/02/22 10:05:00 AM
7/2/2022,10:10,56.75,13.750000,07/02/22 10:10:00 AM
7/2/2022,10:15,56.75,13.750000,07/02/22 10:15:00 AM
7/2/2022,10:20,56.75,13.750000,07/02/22 10:20:00 AM
7/2/2022,10:25,56.75,13.750000,07/02/22 10:25:00 AM
7/2/2022,10:30,56.75,13.750000,07/02/22 10:30:00 AM
7/2/2022,10:35,56.923,13.846111,07/02/22 10:35:00 AM
7/2/2022,10:40,56.923,13.846111,07/02/22 10:40:00 AM
7/2/2022,10:45,56.923,13.846111,07/02/22 10:45:00 AM
7/2/2022,10:50,56.923,13.846111,07/02/22 10:50:00 AM
7/2/2022,10:55,56.923,13.846111,07/02/22 10:55:00 AM
7/2/2022,11:00,56.923,13.846111,07/02/22 11:00:00 AM
7/2/2022,11:05,56.923,13.846111,07/02/22 11:05:00 AM
7/2/2022,11:10,56.923,13.846111,07/02/22 11:10:00 AM
7/2/2022,11:15,57.096,13.942222,07/02/22 11:15:00 AM
7/2/2022,11:20,57.096,13.942222,07/02/22 11:20:00 AM
7/2/2022,11:25,57.096,13.942222,07/02/22 11:25:00 AM
7/2/2022,11:30,57.096,13.942222,07/02/22 11:30:00 AM
7/2/2022,11:35,57.096,13.942222,07/02/22 11:35:00 AM
7/2/2022,11:40,57.096,13.942222,07/02/22 11:40:00 AM
7/2/2022,11:45,57.096,13.942222,07/02/22 11:45:00 AM
7/2/2022,11:50,57.268,14.037778,07/02/22 11:50:00 AM
7/2/2022,11:55,57.268,14.037778,07/02/22 11:55:00 AM
7/2/2022,12:00,57.268,14.037778,07/02/22 12:00:00 PM
7/2/2022,12:05,57.268,14.037778,07/02/22 12:05:00 PM
7/2/2022,12:10,57.268,14.037778,07/02/22 12:10:00 PM
7/2/2022,12:15,57.268,14.037778,07/02/22 12:15:00 PM
7/2/2022,12:20,57.268,14.037778,07/02/22 12:20:00 PM
7/2/2022,12:25,57.096,13.942222,07/02/22 12:25:00 PM
7/2/2022,12:30,57.268,14.037778,07/02/22 12:30:00 PM
7/2/2022,12:35,57.268,14.037778,07/02/22 12:35:00 PM
7/2/2022,12:40,57.096,13.942222,07/02/22 12:40:00 PM
7/2/2022,12:45,57.096,13.942222,07/02/22 12:45:00 PM
7/2/2022,12:50,57.096,13.942222,07/02/22 12:50:00 PM
7/2/2022,12:55,57.096,13.942222,07/02/22 12:55:00 PM
7/2/2022,13:00,57.096,13.942222,07/02/22 1:00:00 PM
7/2/2022,13:05,56.923,13.846111,07/02/22 1:05:00 PM
7/2/2022,13:10,56.923,13.846111,07/02/22 1:10:00 PM
7/2/2022,13:15,56.75,13.750000,07/02/22 1:15:00 PM
7/2/2022,13:20,56.75,13.750000,07/02/22 1:20:00 PM
7/2/2022,13:25,56.577,13.653889,07/02/22 1:25:00 PM
7/2/2022,13:30,56.577,13.653889,07/02/22 1:30:00 PM
7/2/2022,13:35,56.577,13.653889,07/02/22 1:35:00 PM
7/2/2022,13:40,56.404,13.557778,07/02/22 1:40:00 PM
7/2/2022,13:45,56.404,13.557778,07/02/22 1:45:00 PM
7/2/2022,13:50,56.23,13.461111,07/02/22 1:50:00 PM
7/2/2022,13:55,56.23,13.461111,07/02/22 1:55:00 PM
7/2/2022,14:00,56.23,13.461111,07/02/22 2:00:00 PM
7/2/2022,14:05,56.057,13.365000,07/02/22 2:05:00 PM
7/2/2022,14:10,55.884,13.268889,07/02/22 2:10:00 PM
7/2/2022,14:15,55.884,13.268889,07/02/22 2:15:00 PM
7/2/2022,14:20,55.884,13.268889,07/02/22 2:20:00 PM
7/2/2022,14:25,55.711,13.172778,07/02/22 2:25:00 PM
7/2/2022,14:30,55.537,13.076111,07/02/22 2:30:00 PM
7/2/2022,14:35,55.537,13.076111,07/02/22 2:35:00 PM
7/2/2022,14:40,55.537,13.076111,07/02/22 2:40:00 PM
7/2/2022,14:45,55.364,12.980000,07/02/22 2:45:00 PM
7/2/2022,14:50,55.364,12.980000,07/02/22 2:50:00 PM
7/2/2022,14:55,55.364,12.980000,07/02/22 2:55:00 PM
7/2/2022,15:00,55.364,12.980000,07/02/22 3:00:00 PM
7/2/2022,15:05,55.364,12.980000,07/02/22 3:05:00 PM
7/2/2022,15:10,55.189,12.882778,07/02/22 3:10:00 PM
7/2/2022,15:15,55.189,12.882778,07/02/22 3:15:00 PM
7/2/2022,15:20,55.189,12.882778,07/02/22 3:20:00 PM
7/2/2022,15:25,55.189,12.882778,07/02/22 3:25:00 PM
7/2/2022,15:30,55.017,12.787222,07/02/22 3:30:00 PM
7/2/2022,15:35,55.017,12.787222,07/02/22 3:35:00 PM
7/2/2022,15:40,55.017,12.787222,07/02/22 3:40:00 PM
7/2/2022,15:45,55.189,12.882778,07/02/22 3:45:00 PM
7/2/2022,15:50,55.189,12.882778,07/02/22 3:50:00 PM
7/2/2022,15:55,55.364,12.980000,07/02/22 3:55:00 PM
7/2/2022,16:00,55.364,12.980000,07/02/22 4:00:00 PM
7/2/2022,16:05,55.537,13.076111,07/02/22 4:05:00 PM
7/2/2022,16:10,55.537,13.076111,07/02/22 4:10:00 PM
7/2/2022,16:15,55.537,13.076111,07/02/22 4:15:00 PM
7/2/2022,16:20,55.537,13.076111,07/02/22 4:20:00 PM
7/2/2022,16:25,55.537,13.076111,07/02/22 4:25:00 PM
7/2/2022,16:30,55.537,13.076111,07/02/22 4:30:00 PM
7/2/2022,16:35,55.711,13.172778,07/02/22 4:35:00 PM
7/2/2022,16:40,55.711,13.172778,07/02/22 4:40:00 PM
7/2/2022,16:45,55.711,13.172778,07/02/22 4:45:00 PM
7/2/2022,16:50,55.711,13.172778,07/02/22 4:50:00 PM
7/2/2022,16:55,55.711,13.172778,07/02/22 4:55:00 PM
7/2/2022,17:00,55.711,13.172778,07/02/22 5:00:00 PM
7/2/2022,17:05,55.711,13.172778,07/02/22 5:05:00 PM
7/2/2022,17:10,55.711,13.172778,07/02/22 5:10:00 PM
7/2/2022,17:15,55.711,13.172778,07/02/22 5:15:00 PM
7/2/2022,17:20,55.711,13.172778,07/02/22 5:20:00 PM
7/2/2022,17:25,55.884,13.268889,07/02/22 5:25:00 PM
7/2/2022,17:30,55.884,13.268889,07/02/22 5:30:00 PM
7/2/2022,17:35,55.884,13.268889,07/02/22 5:35:00 PM
7/2/2022,17:40,55.884,13.268889,07/02/22 5:40:00 PM
7/2/2022,17:45,55.884,13.268889,07/02/22 5:45:00 PM
7/2/2022,17:50,56.057,13.365000,07/02/22 5:50:00 PM
7/2/2022,17:55,56.057,13.365000,07/02/22 5:55:00 PM
7/2/2022,18:00,56.057,13.365000,07/02/22 6:00:00 PM
7/2/2022,18:05,56.057,13.365000,07/02/22 6:05:00 PM
7/2/2022,18:10,56.057,13.365000,07/02/22 6:10:00 PM
7/2/2022,18:15,56.057,13.365000,07/02/22 6:15:00 PM
7/2/2022,18:20,56.057,13.365000,07/02/22 6:20:00 PM
7/2/2022,18:25,56.23,13.461111,07/02/22 6:25:00 PM
7/2/2022,18:30,56.23,13.461111,07/02/22 6:30:00 PM
7/2/2022,18:35,56.23,13.461111,07/02/22 6:35:00 PM
7/2/2022,18:40,56.23,13.461111,07/02/22 6:40:00 PM
7/2/2022,18:45,56.23,13.461111,07/02/22 6:45:00 PM
7/2/2022,18:50,56.404,13.557778,07/02/22 6:50:00 PM
7/2/2022,18:55,56.404,13.557778,07/02/22 6:55:00 PM
7/2/2022,19:00,56.404,13.557778,07/02/22 7:00:00 PM
7/2/2022,19:05,56.404,13.557778,07/02/22 7:05:00 PM
7/2/2022,19:10,56.577,13.653889,07/02/22 7:10:00 PM
7/2/2022,19:15,56.577,13.653889,07/02/22 7:15:00 PM
7/2/2022,19:20,56.577,13.653889,07/02/22 7:20:00 PM
7/2/2022,19:25,56.577,13.653889,07/02/22 7:25:00 PM
7/2/2022,19:30,56.577,13.653889,07/02/22 7:30:00 PM
7/2/2022,19:35,56.75,13.750000,07/02/22 7:35:00 PM
7/2/2022,19:40,56.75,13.750000,07/02/22 7:40:00 PM
7/2/2022,19:45,56.75,13.750000,07/02/22 7:45:00 PM
7/2/2022,19:50,56.75,13.750000,07/02/22 7:50:00 PM
7/2/2022,19:55,56.75,13.750000,07/02/22 7:55:00 PM
7/2/2022,20:00,56.75,13.750000,07/02/22 8:00:00 PM
7/2/2022,20:05,56.75,13.750000,07/02/22 8:05:00 PM
7/2/2022,20:10,56.75,13.750000,07/02/22 8:10:00 PM
7/2/2022,20:15,56.75,13.750000,07/02/22 8:15:00 PM
7/2/2022,20:20,56.75,13.750000,07/02/22 8:20:00 PM
7/2/2022,20:25,56.75,13.750000,07/02/22 8:25:00 PM
7/2/2022,20:30,56.75,13.750000,07/02/22 8:30:00 PM
7/2/2022,20:35,56.75,13.750000,07/02/22 8:35:00 PM
7/2/2022,20:40,56.75,13.750000,07/02/22 8:40:00 PM
7/2/2022,20:45,56.75,13.750000,07/02/22 8:45:00 PM
7/2/2022,20:50,56.75,13.750000,07/02/22 8:50:00 PM
7/2/2022,20:55,56.75,13.750000,07/02/22 8:55:00 PM
7/2/2022,21:00,56.75,13.750000,07/02/22 9:00:00 PM
7/2/2022,21:05,56.923,13.846111,07/02/22 9:05:00 PM
7/2/2022,21:10,56.923,13.846111,07/02/22 9:10:00 PM
7/2/2022,21:15,56.923,13.846111,07/02/22 9:15:00 PM
7/2/2022,21:20,56.923,13.846111,07/02/22 9:20:00 PM
7/2/2022,21:25,56.923,13.846111,07/02/22 9:25:00 PM
7/2/2022,21:30,56.923,13.846111,07/02/22 9:30:00 PM
7/2/2022,21:35,56.923,13.846111,07/02/22 9:35:00 PM
7/2/2022,21:40,56.923,13.846111,07/02/22 9:40:00 PM
7/2/2022,21:45,56.923,13.846111,07/02/22 9:45:00 PM
7/2/2022,21:50,56.923,13.846111,07/02/22 9:50:00 PM
7/2/2022,21:55,56.923,13.846111,07/02/22 9:55:00 PM
7/2/2022,22:00,56.923,13.846111,07/02/22 10:00:00 PM
7/2/2022,22:05,56.923,13.846111,07/02/22 10:05:00 PM
7/2/2022,22:10,56.923,13.846111,07/02/22 10:10:00 PM
7/2/2022,22:15,56.923,13.846111,07/02/22 10:15:00 PM
7/2/2022,22:20,56.923,13.846111,07/02/22 10:20:00 PM
7/2/2022,22:25,57.096,13.942222,07/02/22 10:25:00 PM
7/2/2022,22:30,57.096,13.942222,07/02/22 10:30:00 PM
7/2/2022,22:35,57.096,13.942222,07/02/22 10:35:00 PM
7/2/2022,22:40,57.096,13.942222,07/02/22 10:40:00 PM
7/2/2022,22:45,57.096,13.942222,07/02/22 10:45:00 PM
7/2/2022,22:50,57.096,13.942222,07/02/22 10:50:00 PM
7/2/2022,22:55,57.096,13.942222,07/02/22 10:55:00 PM
7/2/2022,23:00,57.096,13.942222,07/02/22 11:00:00 PM
7/2/2022,23:05,57.096,13.942222,07/02/22 11:05:00 PM
7/2/2022,23:10,57.096,13.942222,07/02/22 11:10:00 PM
7/2/2022,23:15,57.096,13.942222,07/02/22 11:15:00 PM
7/2/2022,23:20,57.096,13.942222,07/02/22 11:20:00 PM
7/2/2022,23:25,57.096,13.942222,07/02/22 11:25:00 PM
7/2/2022,23:30,57.096,13.942222,07/02/22 11:30:00 PM
7/2/2022,23:35,57.096,13.942222,07/02/22 11:35:00 PM
7/2/2022,23:40,57.096,13.942222,07/02/22 11:40:00 PM
7/2/2022,23:45,57.096,13.942222,07/02/22 11:45:00 PM
7/2/2022,23:50,57.096,13.942222,07/02/22 11:50:00 PM
7/2/2022,23:55,57.096,13.942222,07/02/22 11:55:00 PM
7/3/2022,0:00,57.096,13.942222,07/03/22 12:00:00 AM
7/3/2022,0:05,57.096,13.942222,07/03/22 12:05:00 AM
7/3/2022,0:10,57.096,13.942222,07/03/22 12:10:00 AM
7/3/2022,0:15,57.096,13.942222,07/03/22 12:15:00 AM
7/3/2022,0:20,57.096,13.942222,07/03/22 12:20:00 AM
7/3/2022,0:25,57.096,13.942222,07/03/22 12:25:00 AM
7/3/2022,0:30,57.096,13.942222,07/03/22 12:30:00 AM
7/3/2022,0:35,57.096,13.942222,07/03/22 12:35:00 AM
7/3/2022,0:40,57.096,13.942222,07/03/22 12:40:00 AM
7/3/2022,0:45,57.096,13.942222,07/03/22 12:45:00 AM
7/3/2022,0:50,57.096,13.942222,07/03/22 12:50:00 AM
7/3/2022,0:55,57.096,13.942222,07/03/22 12:55:00 AM
7/3/2022,1:00,57.096,13.942222,07/03/22 1:00:00 AM
7/3/2022,1:05,57.096,13.942222,07/03/22 1:05:00 AM
7/3/2022,1:10,57.096,13.942222,07/03/22 1:10:00 AM
7/3/2022,1:15,57.096,13.942222,07/03/22 1:15:00 AM
7/3/2022,1:20,57.096,13.942222,07/03/22 1:20:00 AM
7/3/2022,1:25,57.096,13.942222,07/03/22 1:25:00 AM
7/3/2022,1:30,57.096,13.942222,07/03/22 1:30:00 AM
7/3/2022,1:35,57.096,13.942222,07/03/22 1:35:00 AM
7/3/2022,1:40,57.096,13.942222,07/03/22 1:40:00 AM
7/3/2022,1:45,57.096,13.942222,07/03/22 1:45:00 AM
7/3/2022,1:50,57.096,13.942222,07/03/22 1:50:00 AM
7/3/2022,1:55,57.096,13.942222,07/03/22 1:55:00 AM
7/3/2022,2:00,57.096,13.942222,07/03/22 2:00:00 AM
7/3/2022,2:05,57.096,13.942222,07/03/22 2:05:00 AM
7/3/2022,2:10,57.096,13.942222,07/03/22 2:10:00 AM
7/3/2022,2:15,57.096,13.942222,07/03/22 2:15:00 AM
7/3/2022,2:20,57.096,13.942222,07/03/22 2:20:00 AM
7/3/2022,2:25,57.096,13.942222,07/03/22 2:25:00 AM
7/3/2022,2:30,57.096,13.942222,07/03/22 2:30:00 AM
7/3/2022,2:35,57.096,13.942222,07/03/22 2:35:00 AM
7/3/2022,2:40,57.096,13.942222,07/03/22 2:40:00 AM
7/3/2022,2:45,57.096,13.942222,07/03/22 2:45:00 AM
7/3/2022,2:50,57.096,13.942222,07/03/22 2:50:00 AM
7/3/2022,2:55,57.096,13.942222,07/03/22 2:55:00 AM
7/3/2022,3:00,57.096,13.942222,07/03/22 3:00:00 AM
7/3/2022,3:05,57.096,13.942222,07/03/22 3:05:00 AM
7/3/2022,3:10,57.096,13.942222,07/03/22 3:10:00 AM
7/3/2022,3:15,57.096,13.942222,07/03/22 3:15:00 AM
7/3/2022,3:20,57.096,13.942222,07/03/22 3:20:00 AM
7/3/2022,3:25,57.096,13.942222,07/03/22 3:25:00 AM
7/3/2022,3:30,57.096,13.942222,07/03/22 3:30:00 AM
7/3/2022,3:35,57.096,13.942222,07/03/22 3:35:00 AM
7/3/2022,3:40,57.096,13.942222,07/03/22 3:40:00 AM
7/3/2022,3:45,57.096,13.942222,07/03/22 3:45:00 AM
7/3/2022,3:50,57.096,13.942222,07/03/22 3:50:00 AM
7/3/2022,3:55,57.096,13.942222,07/03/22 3:55:00 AM
7/3/2022,4:00,57.096,13.942222,07/03/22 4:00:00 AM
7/3/2022,4:05,57.096,13.942222,07/03/22 4:05:00 AM
7/3/2022,4:10,57.096,13.942222,07/03/22 4:10:00 AM
7/3/2022,4:15,57.096,13.942222,07/03/22 4:15:00 AM
7/3/2022,4:20,57.096,13.942222,07/03/22 4:20:00 AM
7/3/2022,4:25,57.096,13.942222,07/03/22 4:25:00 AM
7/3/2022,4:30,57.096,13.942222,07/03/22 4:30:00 AM
7/3/2022,4:35,57.096,13.942222,07/03/22 4:35:00 AM
7/3/2022,4:40,57.096,13.942222,07/03/22 4:40:00 AM
7/3/2022,4:45,57.096,13.942222,07/03/22 4:45:00 AM
7/3/2022,4:50,57.096,13.942222,07/03/22 4:50:00 AM
7/3/2022,4:55,57.096,13.942222,07/03/22 4:55:00 AM
7/3/2022,5:00,57.096,13.942222,07/03/22 5:00:00 AM
7/3/2022,5:05,57.096,13.942222,07/03/22 5:05:00 AM
7/3/2022,5:10,57.096,13.942222,07/03/22 5:10:00 AM
7/3/2022,5:15,57.096,13.942222,07/03/22 5:15:00 AM
7/3/2022,5:20,57.096,13.942222,07/03/22 5:20:00 AM
7/3/2022,5:25,57.096,13.942222,07/03/22 5:25:00 AM
7/3/2022,5:30,57.096,13.942222,07/03/22 5:30:00 AM
7/3/2022,5:35,57.096,13.942222,07/03/22 5:35:00 AM
7/3/2022,5:40,57.096,13.942222,07/03/22 5:40:00 AM
7/3/2022,5:45,57.096,13.942222,07/03/22 5:45:00 AM
7/3/2022,5:50,57.096,13.942222,07/03/22 5:50:00 AM
7/3/2022,5:55,57.096,13.942222,07/03/22 5:55:00 AM
7/3/2022,6:00,57.096,13.942222,07/03/22 6:00:00 AM
7/3/2022,6:05,57.096,13.942222,07/03/22 6:05:00 AM
7/3/2022,6:10,57.096,13.942222,07/03/22 6:10:00 AM
7/3/2022,6:15,56.923,13.846111,07/03/22 6:15:00 AM
7/3/2022,6:20,56.923,13.846111,07/03/22 6:20:00 AM
7/3/2022,6:25,57.096,13.942222,07/03/22 6:25:00 AM
7/3/2022,6:30,56.923,13.846111,07/03/22 6:30:00 AM
7/3/2022,6:35,56.923,13.846111,07/03/22 6:35:00 AM
7/3/2022,6:40,56.923,13.846111,07/03/22 6:40:00 AM
7/3/2022,6:45,56.923,13.846111,07/03/22 6:45:00 AM
7/3/2022,6:50,56.923,13.846111,07/03/22 6:50:00 AM
7/3/2022,6:55,56.923,13.846111,07/03/22 6:55:00 AM
7/3/2022,7:00,56.923,13.846111,07/03/22 7:00:00 AM
7/3/2022,7:05,56.923,13.846111,07/03/22 7:05:00 AM
7/3/2022,7:10,56.923,13.846111,07/03/22 7:10:00 AM
7/3/2022,7:15,56.923,13.846111,07/03/22 7:15:00 AM
7/3/2022,7:20,56.923,13.846111,07/03/22 7:20:00 AM
7/3/2022,7:25,56.923,13.846111,07/03/22 7:25:00 AM
7/3/2022,7:30,56.923,13.846111,07/03/22 7:30:00 AM
7/3/2022,7:35,56.923,13.846111,07/03/22 7:35:00 AM
7/3/2022,7:40,56.923,13.846111,07/03/22 7:40:00 AM
7/3/2022,7:45,56.923,13.846111,07/03/22 7:45:00 AM
7/3/2022,7:50,56.923,13.846111,07/03/22 7:50:00 AM
7/3/2022,7:55,56.923,13.846111,07/03/22 7:55:00 AM
7/3/2022,8:00,56.923,13.846111,07/03/22 8:00:00 AM
7/3/2022,8:05,56.923,13.846111,07/03/22 8:05:00 AM
7/3/2022,8:10,56.923,13.846111,07/03/22 8:10:00 AM
7/3/2022,8:15,56.923,13.846111,07/03/22 8:15:00 AM
7/3/2022,8:20,56.923,13.846111,07/03/22 8:20:00 AM
7/3/2022,8:25,56.923,13.846111,07/03/22 8:25:00 AM
7/3/2022,8:30,56.923,13.846111,07/03/22 8:30:00 AM
7/3/2022,8:35,56.923,13.846111,07/03/22 8:35:00 AM
7/3/2022,8:40,56.923,13.846111,07/03/22 8:40:00 AM
7/3/2022,8:45,56.923,13.846111,07/03/22 8:45:00 AM
7/3/2022,8:50,57.096,13.942222,07/03/22 8:50:00 AM
7/3/2022,8:55,57.096,13.942222,07/03/22 8:55:00 AM
7/3/2022,9:00,57.096,13.942222,07/03/22 9:00:00 AM
7/3/2022,9:05,57.096,13.942222,07/03/22 9:05:00 AM
7/3/2022,9:10,57.096,13.942222,07/03/22 9:10:00 AM
7/3/2022,9:15,57.096,13.942222,07/03/22 9:15:00 AM
7/3/2022,9:20,57.096,13.942222,07/03/22 9:20:00 AM
7/3/2022,9:25,57.096,13.942222,07/03/22 9:25:00 AM
7/3/2022,9:30,57.096,13.942222,07/03/22 9:30:00 AM
7/3/2022,9:35,57.096,13.942222,07/03/22 9:35:00 AM
7/3/2022,9:40,57.096,13.942222,07/03/22 9:40:00 AM
7/3/2022,9:45,57.096,13.942222,07/03/22 9:45:00 AM
7/3/2022,9:50,57.096,13.942222,07/03/22 9:50:00 AM
7/3/2022,9:55,57.096,13.942222,07/03/22 9:55:00 AM
7/3/2022,10:00,57.096,13.942222,07/03/22 10:00:00 AM
7/3/2022,10:05,57.096,13.942222,07/03/22 10:05:00 AM
7/3/2022,10:10,57.096,13.942222,07/03/22 10:10:00 AM
7/3/2022,10:15,57.096,13.942222,07/03/22 10:15:00 AM
7/3/2022,10:20,57.096,13.942222,07/03/22 10:20:00 AM
7/3/2022,10:25,57.096,13.942222,07/03/22 10:25:00 AM
7/3/2022,10:30,57.096,13.942222,07/03/22 10:30:00 AM
7/3/2022,10:35,57.096,13.942222,07/03/22 10:35:00 AM
7/3/2022,10:40,57.096,13.942222,07/03/22 10:40:00 AM
7/3/2022,10:45,57.096,13.942222,07/03/22 10:45:00 AM
7/3/2022,10:50,57.096,13.942222,07/03/22 10:50:00 AM
7/3/2022,10:55,57.096,13.942222,07/03/22 10:55:00 AM
7/3/2022,11:00,57.096,13.942222,07/03/22 11:00:00 AM
7/3/2022,11:05,57.268,14.037778,07/03/22 11:05:00 AM
7/3/2022,11:10,57.268,14.037778,07/03/22 11:10:00 AM
7/3/2022,11:15,57.268,14.037778,07/03/22 11:15:00 AM
7/3/2022,11:20,57.268,14.037778,07/03/22 11:20:00 AM
7/3/2022,11:25,57.268,14.037778,07/03/22 11:25:00 AM
7/3/2022,11:30,57.268,14.037778,07/03/22 11:30:00 AM
7/3/2022,11:35,57.268,14.037778,07/03/22 11:35:00 AM
7/3/2022,11:40,57.268,14.037778,07/03/22 11:40:00 AM
7/3/2022,11:45,57.268,14.037778,07/03/22 11:45:00 AM
7/3/2022,11:50,57.268,14.037778,07/03/22 11:50:00 AM
7/3/2022,11:55,57.441,14.133889,07/03/22 11:55:00 AM
7/3/2022,12:00,57.441,14.133889,07/03/22 12:00:00 PM
7/3/2022,12:05,57.441,14.133889,07/03/22 12:05:00 PM
7/3/2022,12:10,57.441,14.133889,07/03/22 12:10:00 PM
7/3/2022,12:15,57.441,14.133889,07/03/22 12:15:00 PM
7/3/2022,12:20,57.441,14.133889,07/03/22 12:20:00 PM
7/3/2022,12:25,57.441,14.133889,07/03/22 12:25:00 PM
7/3/2022,12:30,57.614,14.230000,07/03/22 12:30:00 PM
7/3/2022,12:35,57.614,14.230000,07/03/22 12:35:00 PM
7/3/2022,12:40,57.614,14.230000,07/03/22 12:40:00 PM
7/3/2022,12:45,57.614,14.230000,07/03/22 12:45:00 PM
7/3/2022,12:50,57.614,14.230000,07/03/22 12:50:00 PM
7/3/2022,12:55,57.614,14.230000,07/03/22 12:55:00 PM
7/3/2022,13:00,57.614,14.230000,07/03/22 1:00:00 PM
7/3/2022,13:05,57.785,14.325000,07/03/22 1:05:00 PM
7/3/2022,13:10,57.785,14.325000,07/03/22 1:10:00 PM
7/3/2022,13:15,57.785,14.325000,07/03/22 1:15:00 PM
7/3/2022,13:20,57.785,14.325000,07/03/22 1:20:00 PM
7/3/2022,13:25,57.785,14.325000,07/03/22 1:25:00 PM
7/3/2022,13:30,57.958,14.421111,07/03/22 1:30:00 PM
7/3/2022,13:35,57.958,14.421111,07/03/22 1:35:00 PM
7/3/2022,13:40,57.958,14.421111,07/03/22 1:40:00 PM
7/3/2022,13:45,57.958,14.421111,07/03/22 1:45:00 PM
7/3/2022,13:50,58.131,14.517222,07/03/22 1:50:00 PM
7/3/2022,13:55,58.131,14.517222,07/03/22 1:55:00 PM
7/3/2022,14:00,58.131,14.517222,07/03/22 2:00:00 PM
7/3/2022,14:05,58.131,14.517222,07/03/22 2:05:00 PM
7/3/2022,14:10,58.131,14.517222,07/03/22 2:10:00 PM
7/3/2022,14:15,58.131,14.517222,07/03/22 2:15:00 PM
7/3/2022,14:20,58.131,14.517222,07/03/22 2:20:00 PM
7/3/2022,14:25,58.131,14.517222,07/03/22 2:25:00 PM
7/3/2022,14:30,58.131,14.517222,07/03/22 2:30:00 PM
7/3/2022,14:35,58.303,14.612778,07/03/22 2:35:00 PM
7/3/2022,14:40,58.303,14.612778,07/03/22 2:40:00 PM
7/3/2022,14:45,58.303,14.612778,07/03/22 2:45:00 PM
7/3/2022,14:50,58.131,14.517222,07/03/22 2:50:00 PM
7/3/2022,14:55,58.303,14.612778,07/03/22 2:55:00 PM
7/3/2022,15:00,58.303,14.612778,07/03/22 3:00:00 PM
7/3/2022,15:05,58.303,14.612778,07/03/22 3:05:00 PM
7/3/2022,15:10,58.303,14.612778,07/03/22 3:10:00 PM
7/3/2022,15:15,58.303,14.612778,07/03/22 3:15:00 PM
7/3/2022,15:20,58.303,14.612778,07/03/22 3:20:00 PM
7/3/2022,15:25,58.303,14.612778,07/03/22 3:25:00 PM
7/3/2022,15:30,58.303,14.612778,07/03/22 3:30:00 PM
7/3/2022,15:35,58.303,14.612778,07/03/22 3:35:00 PM
7/3/2022,15:40,58.303,14.612778,07/03/22 3:40:00 PM
7/3/2022,15:45,58.303,14.612778,07/03/22 3:45:00 PM
7/3/2022,15:50,58.303,14.612778,07/03/22 3:50:00 PM
7/3/2022,15:55,58.131,14.517222,07/03/22 3:55:00 PM
7/3/2022,16:00,58.131,14.517222,07/03/22 4:00:00 PM
7/3/2022,16:05,58.303,14.612778,07/03/22 4:05:00 PM
